metric,value
point_effect,12.257579310137302
point_effect_sd,1.202497583523286
cumulative_effect,310.7228146457243
cumulative_effect_sd,6.586350518411563
temporal_average,10.357427154857477
temporal_average_sd,0.21954501728038542
