"metric","value"
"point_effect",12.2571538016622
"point_effect_sd",1.21118490461245
"cumulative_effect",310.709471305639
"cumulative_effect_sd",6.6339329356598
"temporal_average",10.3569823768546
"temporal_average_sd",0.221131097855327
